Código;NombreArchivo;AñoRedacción;Localización geográfica (País y Región);Completitud (Completo / Incompleto);Tipo de documento principal;Tipo de infraestructura;Contenido;Índice;Autor del documento;Propiedad del documento;ID;Título;Año;Clase;Tipo de contenido;Procedimiento administrativo;Notas
OFF0008;Proyecto básico Subestación Valle II (30-132 kV).pdf;2019;España | Andalucía (Cádiz, San José del Valle);Completo;Permitting / tramitación;Subestación (30/132 kV) + Línea eléctrica (enlace 132 kV);Proyecto básico para solicitar la Autorización Administrativa Previa de la Subestación Transformadora Valle II 30/132 kV y la línea de enlace en 132 kV con la SET Valle (132/400 kV), en el T.M. de San José del Valle (Cádiz). Define el objeto, emplazamiento (paraje “Sotillo”, polígono 1 parcela 1), y marco normativo (RD 337/2014 ITC-RAT, RD 223/2008 ITC-LAT, RD 1955/2000, entre otros). Describe la solución de conexión a red mediante vano aéreo “sin tense” entre pórticos de ambas subestaciones y la evacuación de plantas fotovoltaicas por líneas subterráneas en 30 kV hasta el parque de MT. Especifica configuración general (parque 132 kV intemperie simple barra y parque 30 kV interior en SF6), transformación mediante 1 trafo 30/132 kV 200 MVA con regulación en carga y reactancia de puesta a tierra, y sistemas auxiliares: control/telecontrol (SICOP), protecciones, medida, servicios auxiliares CA/CC, telecomunicaciones, puesta a tierra, obra civil, seguridad y protección contra incendios.;"Índice general: MEMORIA; MEDICIONES Y PRESUPUESTO; PLANOS. Memoria descriptiva (capítulos): 1. Antecedentes; 2. Objeto; 3. Entidad peticionaria; 4. Emplazamiento; 5. Trámite ambiental; 6. Normativa aplicable; 7. Descripción general (7.1 Conexión a red; 7.2 Configuración); 8. Parámetros básicos de diseño; 9. Parque de 132 kV; 10. Parque de MT (30 kV); 11. Transformación; 12. Sistema de control; 13. Sistema de protecciones; 14. Sistema de medida para facturación; 15. Sistema de servicios auxiliares; 16. Sistema de telecomunicaciones; 17. Sistema de puesta a tierra; 18. Obra civil, edificios y estructuras; 19. Alumbrado; 20. Sistemas de seguridad; 21. Justificación acústica; 22. Limitación de campos magnéticos; 23. Conclusión.";Texla Energías Renovables, S.L. (Autor: Juan Montero Zamora);Evacuación Solar Arcos, S.L.;OFF0008-1;Proyecto básico: subestación Valle II (30/132 kV). T. M. San José del Valle (Cádiz);2019;Comercial;Proyecto básico;Autorización Administrativa Previa;Disponible
OFF0009;Proyecto+Subestación.pdf;2021;España | Castilla y León (Zamora, Villalcampo);Completo;Permitting / tramitación;Subestación (maniobra/seccionamiento 132 kV);Proyecto Básico Administrativo para la obtención de autorizaciones de la subestación de maniobra “ST Maniobra PE Valdelanave Segunda Fase 132 kV” (Villalcampo, Zamora), asociada a la evacuación del parque eólico PE Valdelanave Segunda Fase (36 MW). La instalación interconecta la línea aérea de 132 kV procedente de la subestación elevadora del parque con la línea aérea 132 kV Ricobayo–Villalcampo, mediante conexión en el apoyo 10034 a través de LAAT de doble circuito. Define el emplazamiento (polígono 14 y parcelas afectadas), normativa aplicable (Ley 24/2013, RD 1955/2000, ITC-RAT, ITC-LAT, etc.) y el diseño del sistema 132 kV con configuración de simple barra intemperie e integración híbrida (equipos compactos tipo HIS en SF6) con posiciones de línea, conexión/entrega, medida y servicios auxiliares. Incluye edificio de control y comunicaciones, telecontrol, protecciones, medida, servicios auxiliares CA/CC (rectificador-batería), red de tierras, obra civil, seguridad, relación de organismos/bienes afectados y presupuesto.;"Documentos: Doc. 1 Memoria; Doc. 2 Planos; Doc. 3 RBDA; Doc. 4 Presupuesto. Índice Memoria: 1. Antecedentes y justificación; 2. Objeto y alcance; 3. Titular; 4. Emplazamiento (4.1 Subestación…); 5. Normativa de aplicación (5.1 Estatal; 5.2 Autonómica; 5.3 Local; 5.4 Códigos/Normas equipos; 5.5 Compatibilidad electromagnética); 6. Subestación… 132 kV (6.1 Descripción general; 6.2 Sistemas AT 132 kV; 6.3 Transformación; 6.4 Características generales; 6.5 Estructura metálica/embarrados/aisladores; 6.6 Red de tierras; 6.7 Control y protecciones; 6.8 Medida; 6.9 Telecontrol; 6.10 Servicios auxiliares; 6.11 Otras instalaciones); 7. Presupuesto; 8. Organismos afectados; 9. Bienes y derechos afectados; 10. Programa de ejecución.";Ayesa;IBERENOVA PROMOCIONES S.A.U.;OFF0009-1;Proyecto básico administrativo. Subestación ST Maniobra PE Valdelanave (segunda fase) 132 kV. Provincia de Zamora;2021;Comercial;Proyecto Básico;"Autorización Administrativa Previa; Autorización de Construcción";Disponible
OFF0010;P1412-SR-PCT-MEM001-V04.pdf;2019;España | La Rioja (Alfaro);Completo;Permitting / tramitación;Subestación (STR 66/13,2 kV) + acometida subterránea 66 kV + red MT 13,2 kV;"Memoria de proyecto para la Subestación Transformadora de Reparto STR “LA SENDA” 66/13,2 kV en Alfaro (La Rioja), destinada a dotar de suministro eléctrico a la actuación industrial “LA SENDA” (Sector Industrial S.I.-8). El documento describe, calcula y diseña los elementos principales para obtener autorizaciones administrativas y actualizar licencia municipal de obras. Define promotor (SEPES) y titular (Iberdrola Distribución Eléctrica, S.A.U.) y el emplazamiento dentro de la parcela SGE-D (coordenadas UTM). La solución adopta sistema de 66 kV en intemperie con aparamenta híbrida HIS aislada en SF6, configuración de simple barra partida con posiciones de línea, transformador y partición. Incluye dos transformadores de potencia 66/13,8 kV 10–12,5 MVA con regulación en carga; sistema 13,2 kV con celdas blindadas en SF6 en simple barra partida, salidas subterráneas existentes (4 líneas 13,2 kV), resistencias de puesta a tierra, servicios auxiliares, protecciones, control, telecomunicaciones, puesta a tierra y obra civil.";"1. Antecedentes; 2. Objeto; 3. Hipótesis de partida; 4. Promotor y titular; 5. Normativa; 6. Emplazamiento; 7. Descripción general de la instalación (7.1 Sistema 66 kV; 7.2 Sistema 13,2 kV); 8. Sistema de 66 kV (acometida subterránea, equipos HIS, pararrayos, TT/TI); 9. Transformadores de potencia; 10. Sistema de 13,2 kV (celdas, líneas 13,2 kV, resistencia de puesta a tierra, pararrayos, trafo SSAA); 11. Embarrados; 12. Estructura metálica; 13. Servicios auxiliares; 14. Protecciones y control; 15. Telecomunicaciones y telecontrol; 16. Sistemas complementarios (alumbrado, PCI, seguridad); 17. Puesta a tierra; 18. Obra civil; 19. Organismos afectados; 20. Revisión de precios y clasificación; 21. Plazo de ejecución; 22. Presupuesto; 23. Documentos que integran el proyecto.";Saitec Engineering;Iberdrola Distribución Eléctrica, S.A.U.;OFF0010-98;Proyecto constructivo. Subestación transformadora de reparto 66/13,2 kV. STR La Senda (Alfaro, La Rioja);2019;Comercial;Proyecto de construcción;"Autorización Administrativa Previa; Autorización de Construcción; Licencia municipal de obras";Disponible
OFF0011;PARQUE EÓLICO FLOTANTE GEROA - 50 MW.pdf;2022;España | País Vasco (Bizkaia);Completo;Permitting / tramitación;Parque eólico marino flotante + cables submarinos + red terrestre + subestación eléctrica;Documento de alcance del Estudio de Impacto Ambiental (EsIA) del proyecto “Parque Eólico Marino Flotante GEROA” (indicado en el documento como 45 MW) en Bizkaia. Emitido por el órgano ambiental estatal tras la recepción (9/07/2021) de la solicitud de determinación de alcance y la fase de consultas del documento inicial, establece la amplitud y nivel de detalle que debe contener el EsIA conforme a la Ley 21/2013. Define requisitos para describir el proyecto en sus fases (construcción, explotación y desmantelamiento) e infraestructuras asociadas: aerogeneradores y plataformas flotantes con fondeo/anclajes, cables submarinos de interconexión y evacuación (incluida su relación con BIMEP), arqueta de transición, red subterránea terrestre, líneas eléctricas, caminos, préstamos/vertederos, y subestación transformadora. Detalla el análisis de alternativas (ubicación/diseño/evacuación), inventario ambiental y estudios específicos (avifauna, quirópteros, cetáceos, bentos), evaluación de impactos y medidas, Red Natura 2000, y formato/cartografía a entregar.;"1. Objeto y descripción del proyecto (1.1 Características del proyecto; 1.2 Tratamiento de residuos; 1.3 Efectos acumulados/sinérgicos; 1.4 POEM); 2. Examen de alternativas y justificación; 3. Inventario ambiental (3.1 Población y salud; 3.2 Vegetación/flora/HIC; 3.3 Fauna: avifauna, quirópteros, cetáceos; 3.4 Espacios protegidos; 3.5 Geodiversidad/suelo; 3.6 Ruido submarino y campos EM; 3.7 Clima y condiciones oceanográficas; 3.8 Paisaje; 3.9 Patrimonio); 4. Identificación y valoración de impactos; 5. Medidas preventivas/correctoras/compensatorias; 6. Programa de vigilancia ambiental; 7. Dificultades técnicas o falta de datos; 8. Red Natura 2000; 9. Resumen no técnico; 10. Referencias y normativa; 11. Formato del EsIA y anexo cartográfico.";Ministerio para la Transición Ecológica y el Reto Demográfico (Dirección Gral. de Calidad y Evaluación Ambiental – Subdirección Gral. de Evaluación Ambiental). Firmante: Eugenio J. Domínguez Collado;Ministerio para la Transición Ecológica y el Reto Demográfico (MITECO);OFF0011-1;Documento de alcance del estudio de impacto ambiental del proyecto “Parque eólico marino flotante “Geroa” de 45 MW” (Bizkaia);2022;Comercial;Documento de alcance;Evaluación de Impacto Ambiental (determinación de alcance);Disponible
OFF0012;PARQUE EOLICO MARINO FLOTANTE TRAMUNTANA - 975 MW.pdf;2021;España | Cataluña (Girona);Completo;Permitting / tramitación;Parque eólico marino flotante + cables submarinos + red terrestre + subestación eléctrica;"Documento de alcance para la Evaluación de Impacto Ambiental del proyecto “Parque eólico marino flotante Tramuntana, Cataluña (Girona)”. Emitido por el órgano ambiental estatal tras la recepción (26/02/2021) de la solicitud de determinación de alcance y el trámite de consultas (21/04/2021), fija la amplitud y nivel de detalle exigidos al EsIA conforme a la Ley 21/2013. El documento describe la propuesta por fases (fase 1: 30 aerogeneradores de 15 MW, 450 MW; fase 2: ampliación hasta ~975 MW) e indica qué debe detallarse en todas las fases (construcción, explotación y desmantelamiento) y en cada infraestructura asociada: plataformas flotantes y fondeos/anclajes, cables submarinos de interconexión y evacuación, arribada a costa, arqueta de transición, red subterránea terrestre, líneas eléctricas y subestación transformadora. Establece requisitos de análisis de alternativas, inventario ambiental y estudios específicos (oceanografía, geología, fauna/avifauna, espacios protegidos), evaluación de impactos, medidas y vigilancia ambiental.";"1. Objeto y descripción del proyecto (1.1 Objeto y relación con planificación sectorial; 1.2 Características del proyecto; 1.3 Recursos naturales a utilizar; 1.4 Tratamiento de residuos; 1.5 Otros proyectos y efectos acumulados/sinérgicos); 2. Examen de alternativas y justificación; 3. Inventario ambiental y procesos/interacciones clave (incluye: 3.1 Clima y condiciones oceanográficas; 3.2 Geología y geomorfología; 3.3 Aire; 3.4 Agua; 3.5 Vegetación/flora y hábitats; 3.6 Fauna terrestre y avifauna/quirópteros; …)";Ministerio para la Transición Ecológica y el Reto Demográfico (Dirección Gral. de Calidad y Evaluación Ambiental – Subdirección Gral. de Evaluación Ambiental). Firmante: Eugenio Domínguez Collado;Ministerio para la Transición Ecológica y el Reto Demográfico (MITECO);OFF0012-1;Documento de alcance para la evaluación ambiental del proyecto “Parque eólico marino flotante “Tramuntana” (Girona, Cataluña)”;2021;Comercial;Documento de alcance;Evaluación de Impacto Ambiental (determinación de alcance);Disponible
OFF0013;PARQUE EÓLICO MARINO GRAN CANARIA ESTE - 144 MW.pdf;2021;España | Canarias (Gran Canaria, sureste);Completo;Permitting / tramitación;Parque eólico marino (flotante) + cables submarinos + red terrestre + subestación eléctrica;Documento de alcance para la Evaluación de Impacto Ambiental del proyecto “Parque eólico marino Gran Canaria Este, de 144 MW”, ubicado en el espacio marino del sureste de la isla de Gran Canaria. Emitido por el órgano ambiental estatal tras la solicitud de determinación de alcance recibida el 04/11/2020 y el trámite de consultas (24/11/2020), fija la amplitud y el nivel de detalle exigidos al Estudio de Impacto Ambiental conforme a la Ley 21/2013. Establece los contenidos mínimos para describir el proyecto en todas sus fases (construcción, explotación y desmantelamiento) y sus infraestructuras asociadas: aerogeneradores, plataformas flotantes y sistemas de fondeo/anclaje, cables submarinos de interconexión y evacuación, salida a tierra, arqueta de transición, red subterránea terrestre, caminos/instalaciones auxiliares y subestación transformadora. Define requisitos de análisis de alternativas, inventario ambiental (incluyendo avifauna, cetáceos, bentos y hábitats), evaluación de impactos, medidas y programa de vigilancia.;"1. Objeto y descripción del proyecto (planificación sectorial, características; residuos; efectos acumulados/sinérgicos); 2. Examen de alternativas y justificación (ubicación, diseño, fondeos, evacuación eléctrica y subestación, alternativas tecnológicas); 3. Inventario ambiental y procesos clave (clima/oceanografía, geología/geomorfología, aire, agua, vegetación/flora/HIC terrestres, fauna terrestre, fauna/flora/HIC marinos, etc.); 4. Identificación y valoración de impactos; 5. Medidas preventivas/correctoras/compensatorias; 6. Programa de vigilancia ambiental; 7. Dificultades técnicas o falta de datos; 8. Red Natura 2000; 9. Resumen no técnico; 10. Referencias y normativa; 11. Formato del EsIA y anexo cartográfico.";Ministerio para la Transición Ecológica y el Reto Demográfico (Dirección Gral. de Calidad y Evaluación Ambiental – Subdirección Gral. de Evaluación Ambiental). Firmante: Eugenio Domínguez Collado;Ministerio para la Transición Ecológica y el Reto Demográfico (MITECO);OFF0013-1;Documento de alcance para la evaluación ambiental del proyecto “Parque eólico marino Gran Canaria Este, de 144 MW, situado en el espacio marino del sureste de la isla de Gran Canaria”;2021;Comercial;Documento de alcance;Evaluación de Impacto Ambiental (determinación de alcance);Disponible
OFF0014;PARQUE EOLICO MARINO LANZAROTE ESTE - 50 MW.pdf;2021;España | Canarias (Lanzarote, este);Completo;Permitting / tramitación;Parque eólico marino (flotante) + cables submarinos + red terrestre + subestación eléctrica;Documento de alcance para la Evaluación de Impacto Ambiental del proyecto “Parque eólico marino Lanzarote Este de 50 MW”, situado en el espacio marino al este de la isla de Lanzarote. Emitido por el órgano ambiental estatal, tras la solicitud de determinación de alcance recibida el 20/11/2020 y el trámite de consultas del 04/12/2020, fija la amplitud y nivel de detalle que debe contener el Estudio de Impacto Ambiental conforme a la Ley 21/2013. Identifica como promotora a OW Offshore, S.L. y exige describir el proyecto en todas sus fases (construcción, explotación y desmantelamiento) y sus infraestructuras: aerogeneradores, plataformas flotantes y fondeos/anclajes, cables submarinos de interconexión y evacuación, salida a tierra (zanja y/o PHD), arqueta de transición, red subterránea terrestre, caminos, préstamos/vertederos e instalaciones auxiliares, y subestación transformadora. Define requisitos de alternativas, inventario ambiental y estudios específicos (ruido, avifauna, bentos, tortugas/cetáceos), impactos, medidas y vigilancia.;"1. Objeto y descripción del proyecto (1.1 Relación con planificación sectorial; 1.2 Características del proyecto; 1.3 Recursos naturales a utilizar; 1.4 Tratamiento de residuos; 1.5 Efectos acumulados/sinérgicos); 2. Examen de alternativas y justificación; 3. Inventario ambiental y procesos/interacciones clave (clima y condiciones oceanográficas; geología y geomorfología; aire; agua; vegetación/flora/HIC terrestres; fauna terrestre; avifauna y quirópteros; fauna/flora/HIC marinos).";Ministerio para la Transición Ecológica y el Reto Demográfico (Dirección Gral. de Calidad y Evaluación Ambiental – Subdirección Gral. de Evaluación Ambiental). Firmante: Eugenio Domínguez Collado;Ministerio para la Transición Ecológica y el Reto Demográfico (MITECO);OFF0014-1;Documento de alcance para la evaluación ambiental del proyecto “Parque eólico marino Lanzarote Este, de 50 MW, situado en el espacio marino este de la isla de Lanzarote”;2021;Comercial;Documento de alcance;Evaluación de Impacto Ambiental (determinación de alcance);Disponible
OFF0015;(0) EsIA Aerogeneradores BIMEP 2018_09022018.pdf;2018;España | País Vasco (Bizkaia, Lemoiz/Armintza);Completo;Estudio ambiental;Plataforma/infraestructura offshore de ensayos + aerogeneradores marinos (flotantes) + cables submarinos + subestación en tierra;"Estudio de Impacto Ambiental (EsIA) y análisis de compatibilidad con la Ley 41/2010 (Protección del Medio Marino) del proyecto de instalación y ensayo/demostración de aerogeneradores en la infraestructura BiMEP, frente a Armintza (T.M. Lemoiz, Bizkaia). El documento, redactado por AZTI para BiMEP (Grupo EVE), describe el uso de la plataforma como banco de pruebas de eólica marina (hasta dos aerogeneradores simultáneos) sobre cimentaciones flotantes y sus elementos asociados: plataformas, líneas de fondeo y anclajes, instalación, operación/mantenimiento, desmantelamiento y cables submarinos; incorpora análisis de alternativas (incluida alternativa cero y localizaciones BiMEP/Mutriku) y riesgos naturales (oleaje y corrientes). Incluye inventario ambiental (medio físico, biótico y socioeconómico), identificación/valoración y jerarquización de impactos (estructuras, fondeos y cable), afección a Red Natura 2000, compatibilidad con la Estrategia Marina Europea, medidas preventivas/correctoras/compensatorias y programa de vigilancia ambiental.";"1. Antecedentes; 2. Objeto de los trabajos; 3. Descripción del proyecto (3.1 Objeto; 3.2 Plataformas; 3.3 Aerogenerador; 3.4 Líneas de fondeo; 3.5 Anclajes; 3.6 Instalación; 3.7 Operación y mantenimiento; 3.8 Desmantelamiento; 3.9 Cables submarinos; 3.10 Alternativas; 3.11 Riesgos naturales); 4. Inventario ambiental; 5. Identificación y valoración de impactos; 6. Jerarquización de impactos; 7. Red Natura 2000; 8. Compatibilidad con la Estrategia Marina Europea; 9. Medidas preventivas/correctoras/compensatorias; 10. Justificación de la solución adoptada; 11. Programa de vigilancia ambiental; 12. Referencias.";AZTI (AZTI-Tecnalia);Biscay Marine Energy Platform S.A. (BiMEP, Grupo EVE);OFF0015-1;Estudio de impacto ambiental (EsIA) y compatibilidad con la Ley 41/2010, de 29 de diciembre, de protección del medio marino, del proyecto de instalación de aerogeneradores en la infraestructura BiMEP;2018;Comercial;Estudio de Impacto Ambiental;"Evaluación de Impacto Ambiental (ordinaria); Evaluación ambiental; Compatibilidad Ley 41/2010; Programa de Vigilancia Ambiental (PVA); Evaluación apropiada Red Natura 2000; Modificación de autorización administrativa";Disponible
OFF0015;(0) EsIA Aerogeneradores BIMEP 2018_09022018.pdf;2018;España | País Vasco (Bizkaia, Lemoiz/Armintza);Completo;Estudio ambiental;Plataforma/infraestructura offshore de ensayos + aerogeneradores marinos (flotantes) + cables submarinos + subestación en tierra;"Estudio de Impacto Ambiental (EsIA) y análisis de compatibilidad con la Ley 41/2010 (Protección del Medio Marino) del proyecto de instalación y ensayo/demostración de aerogeneradores en la infraestructura BiMEP, frente a Armintza (T.M. Lemoiz, Bizkaia). El documento, redactado por AZTI para BiMEP (Grupo EVE), describe el uso de la plataforma como banco de pruebas de eólica marina (hasta dos aerogeneradores simultáneos) sobre cimentaciones flotantes y sus elementos asociados: plataformas, líneas de fondeo y anclajes, instalación, operación/mantenimiento, desmantelamiento y cables submarinos; incorpora análisis de alternativas (incluida alternativa cero y localizaciones BiMEP/Mutriku) y riesgos naturales (oleaje y corrientes). Incluye inventario ambiental (medio físico, biótico y socioeconómico), identificación/valoración y jerarquización de impactos (estructuras, fondeos y cable), afección a Red Natura 2000, compatibilidad con la Estrategia Marina Europea, medidas preventivas/correctoras/compensatorias y programa de vigilancia ambiental.";"1. Antecedentes; 2. Objeto de los trabajos; 3. Descripción del proyecto (3.1 Objeto; 3.2 Plataformas; 3.3 Aerogenerador; 3.4 Líneas de fondeo; 3.5 Anclajes; 3.6 Instalación; 3.7 Operación y mantenimiento; 3.8 Desmantelamiento; 3.9 Cables submarinos; 3.10 Alternativas; 3.11 Riesgos naturales); 4. Inventario ambiental; 5. Identificación y valoración de impactos; 6. Jerarquización de impactos; 7. Red Natura 2000; 8. Compatibilidad con la Estrategia Marina Europea; 9. Medidas preventivas/correctoras/compensatorias; 10. Justificación de la solución adoptada; 11. Programa de vigilancia ambiental; 12. Referencias.";AZTI (AZTI-Tecnalia);Biscay Marine Energy Platform S.A. (BiMEP, Grupo EVE);OFF0015-1;Estudio de impacto ambiental (EsIA) y compatibilidad con la Ley 41/2010, de 29 de diciembre, de protección del medio marino, del proyecto de instalación de aerogeneradores en la infraestructura BiMEP;2018;Comercial;Estudio de Impacto Ambiental;"Evaluación de Impacto Ambiental (ordinaria); Evaluación ambiental; Compatibilidad Ley 41/2010; Programa de Vigilancia Ambiental (PVA); Evaluación apropiada Red Natura 2000; Modificación de autorización administrativa";Disponible
OFF0015;(2) Anexo II (EsIA BIMEP 2008).pdf;2008;España | País Vasco (Bizkaia, Lemóniz/Armintza);Completo;Estudio ambiental;Plataforma/infraestructura offshore de energía undimotriz (ensayos) + cable submarino + tendido eléctrico terrestre + subestación en tierra;"Estudio de Impacto Ambiental (EsIA) del “Proyecto Biscay Marine Energy Platform (BiMEP)”, informe técnico elaborado por AZTI-Tecnalia para el Ente Vasco de la Energía (EVE) (código ATM2008-049; Pasaia, 17/12/2008). Evalúa la creación y puesta en marcha de una infraestructura en mar abierto para ensayo y demostración de convertidores de energía de las olas (WECs) en un área de 4×2 km frente a la costa entre Lemóniz y Armintza (profundidades 50–90 m). Describe elementos del proyecto: cables submarinos y terrestres, conectores, amarres/puntos de conexión, fondeos y boyas, punto de entrada a tierra (BMH) y subestación de transformación en tierra, así como fases de instalación, operación/mantenimiento y desmantelamiento. Incluye alternativas, inventario ambiental (medio físico, biótico y socioeconómico), identificación/valoración y jerarquización de impactos, medidas preventivas/correctoras/compensatorias y plan de vigilancia ambiental.";"1. Introducción; 2. Objetivos; 3. Descripción del proyecto (3.2 Elementos: cable submarino, conector, amarres, WECs, fondeos, boyas, entrada a tierra, tendido eléctrico); 4. Principales alternativas; 5. Inventario ambiental (material y métodos; medio físico; medio biótico; medio socioeconómico; figuras de protección); 6. Identificación y valoración de impactos (estructuras flotantes; cable; BMH; tendido eléctrico); 7. Jerarquización de impactos; 8. Medidas preventivas/correctoras/compensatorias; 9. Plan de vigilancia ambiental; 10. Referencias; 11. Documento de síntesis; 12–16. Anexos (sedimentos, CTD, bentos, inventarios fauna).";AZTI-Tecnalia (Equipo: Juan Bald, Ángel Borja, Andrea del Campo, Javier Franco, Iñigo Muxika, J. Germán Rodríguez, Oihana Solaun, Ainhize Uriarte, Laura Zubiate);Ente Vasco de la Energía (EVE);OFF0015-7;Estudio de impacto ambiental (EsIA) y compatibilidad con la Ley 41/2010, de 29 de diciembre, de protección del medio marino, del proyecto de instalación de aerogeneradores en la infraestructura BiMEP;2018;Comercial;Estudio de Impacto Ambiental;"Evaluación de Impacto Ambiental (ordinaria); Evaluación ambiental; Compatibilidad Ley 41/2010; Programa de Vigilancia Ambiental (PVA); Evaluación apropiada Red Natura 2000; Modificación de autorización administrativa";Disponible
